Item_Weight,Item_Visibility_Log,Outlet_Age,Fat_Content_Encoded,Outlet_Size_Encoded,Outlet_Type_Encoded,Location_Type_Encoded,MRP
,0.05773365546786506,41,1.0,0.0,0.0,1,133.0284
15.7,0.04420376460448882,22,1.0,0.0,1.0,2,180.766
8.51,0.0758936327695687,19,0.0,1.0,1.0,2,171.5422
8.63,0.027861402278789124,39,0.0,2.0,1.0,3,170.4422
5.44,0.041763785455915685,28,1.0,1.0,0.0,3,241.5538
15.35,0.020154099836194966,27,1.0,1.0,1.0,1,216.5508
,0.07821661276126392,41,0.0,1.0,0.0,3,90.2488
9.6,0.024177882090573803,22,1.0,0.0,1.0,2,187.2214
6.095,0.0780059108103781,39,1.0,2.0,1.0,3,143.8154
7.39,0.07946213671328808,19,1.0,1.0,1.0,2,189.053
17.25,0.08096471756867224,29,1.0,0.0,1.0,1,262.091
17.35,0.15498744135894726,27,1.0,1.0,1.0,1,177.1712
7.3,0.08294609491658518,17,0.0,1.0,2.0,3,148.9076
19.0,0.09279077877714571,39,0.0,2.0,1.0,3,47.8718
17.0,0.01582612658462915,39,0.0,2.0,1.0,3,227.3352
9.3,0.03302289630441795,17,0.0,1.0,2.0,3,155.7314
,0.053555771554796336,41,1.0,0.0,0.0,1,111.8228
6.155,0.09042734359331273,22,0.0,0.0,1.0,2,212.056
6.15,0.04548248840779615,19,1.0,1.0,1.0,2,97.2384
14.35,0.07762696287953712,27,1.0,1.0,1.0,1,80.996
17.6,0.07335030526807285,22,0.0,0.0,1.0,2,113.0202
12.6,0.021775631603267055,24,0.0,1.0,1.0,2,248.2092
13.65,0.2686972410793405,28,0.0,1.0,0.0,3,213.0902
10.695,0.08315385104419072,39,0.0,2.0,1.0,3,154.6972
7.905,0.010018597829855697,19,1.0,1.0,1.0,2,249.4408
,0.08945083733523998,41,1.0,0.0,0.0,1,182.4608
19.2,0.03464965194554852,24,1.0,1.0,1.0,2,181.7318
5.4,0.0469945129523242,29,1.0,0.0,1.0,1,164.9526
12.3,0.02171260311094295,17,1.0,1.0,2.0,3,190.7162
9.3,0.04215264353404505,24,1.0,1.0,1.0,2,87.6172
10.5,0.04072349974980448,17,1.0,1.0,2.0,3,38.4164
12.6,0.08429324195537152,19,1.0,1.0,1.0,2,109.9228
21.25,0.10775968484843448,27,1.0,1.0,1.0,1,234.93
11.8,0.15806872425699117,19,0.0,1.0,1.0,2,116.5834
,0.038116311218217104,41,0.0,1.0,0.0,3,209.5296
8.365,0.06965587418541469,17,1.0,1.0,2.0,3,36.7506
,0.22261772028930507,41,0.0,0.0,0.0,1,168.5448
18.75,0.05072265285263527,22,1.0,0.0,1.0,2,106.228
13.15,0.03721985989616068,39,0.0,2.0,1.0,3,87.3856
6.13,0.046315076045300586,28,0.0,1.0,0.0,3,109.3912
19.75,9.999995000003334e-07,29,0.0,0.0,1.0,1,179.666
,0.05699462865010887,41,1.0,1.0,0.0,3,247.846
6.425,0.0892711890232796,39,1.0,2.0,1.0,3,174.6712
8.31,0.10937544582829949,39,0.0,2.0,1.0,3,177.5028
16.5,9.999995000003334e-07,39,0.0,2.0,1.0,3,102.299
10.395,0.10624761646752687,29,0.0,0.0,1.0,1,59.022
13.85,0.08176801078949521,39,0.0,2.0,1.0,3,118.9124
,0.02957107789435361,41,1.0,1.0,0.0,3,116.1176
5.305,0.04594784288437089,22,0.0,0.0,1.0,2,182.7608
15.0,0.04394601209192244,28,0.0,1.0,0.0,3,221.9456
,0.04731266177156212,41,0.0,1.0,0.0,3,185.5898
,0.0675721138886841,41,1.0,1.0,0.0,3,36.9532
13.65,0.16901076665025722,22,0.0,0.0,1.0,2,214.0902
10.65,0.03933927823954827,28,0.0,1.0,0.0,3,54.6272
10.1,0.045523637733434534,22,1.0,0.0,1.0,2,62.1878
20.6,0.02318214460286485,29,1.0,0.0,1.0,1,93.6778
10.3,0.024591718720268357,29,0.0,0.0,1.0,1,173.2422
6.26,0.03093265225204549,22,0.0,0.0,1.0,2,112.5228
7.485,0.06683935967735777,29,1.0,0.0,1.0,1,109.2228
18.1,0.16366608216647907,39,1.0,2.0,1.0,3,155.7288
,0.06006062562400792,41,0.0,0.0,0.0,1,37.8506
5.8,9.999995000003334e-07,27,1.0,1.0,1.0,1,88.8172
13.3,0.021033102304148774,39,1.0,2.0,1.0,3,119.1124
,0.06947778909540132,41,1.0,1.0,0.0,3,48.8034
15.85,0.007149904405911147,17,0.0,1.0,2.0,3,40.848
,0.06052735590978932,41,0.0,1.0,0.0,3,101.999
,0.05648623425563907,41,0.0,1.0,0.0,3,45.5744
11.6,0.029268944702926025,28,1.0,1.0,0.0,3,179.3686
9.6,0.02712699050120188,19,0.0,1.0,1.0,2,260.2304
4.59,0.06876170436989218,19,1.0,1.0,1.0,2,114.186
21.35,0.07480985213547173,39,1.0,2.0,1.0,3,97.2094
7.52,0.07109743281003948,28,0.0,1.0,0.0,3,183.895
15.7,0.14896523748657034,22,1.0,0.0,1.0,2,57.8562
15.7,0.018737942092530234,39,0.0,2.0,1.0,3,59.6536
17.0,0.015836232325736832,22,0.0,0.0,1.0,2,230.8352
14.75,0.0855559075576848,29,1.0,0.0,1.0,1,112.2518
8.1,0.12627661134734036,24,0.0,1.0,1.0,2,38.448
18.2,9.999995000003334e-07,27,0.0,1.0,1.0,1,243.0196
17.1,0.038064063722925166,27,1.0,1.0,1.0,1,166.3842
,9.999995000003334e-07,41,0.0,0.0,0.0,1,213.7218
5.26,0.040923479930436685,29,0.0,0.0,1.0,1,165.0868
6.035,0.06380643353932745,27,0.0,1.0,1.0,1,184.924
17.35,0.027291051283566195,24,0.0,1.0,1.0,2,87.9856
12.15,0.07642073223259527,22,1.0,0.0,1.0,2,36.2506
16.85,0.043542255094271724,24,1.0,1.0,1.0,2,183.5266
11.15,0.08242322123223193,22,0.0,0.0,1.0,2,170.779
16.75,0.059106386586253834,19,1.0,1.0,1.0,2,171.9106
19.35,0.07424602548106561,17,0.0,1.0,2.0,3,112.8518
7.75,0.042394562506811805,27,1.0,1.0,1.0,1,95.3436
19.75,0.03351364241527827,19,1.0,1.0,1.0,2,211.7902
,0.05084316959658524,41,0.0,1.0,0.0,3,114.4176
7.59,9.999995000003334e-07,19,0.0,1.0,1.0,2,172.808
8.775,0.10484005774309937,19,1.0,1.0,1.0,2,44.2428
13.6,0.11259308535540061,29,0.0,0.0,1.0,1,233.93
,0.026679169785666274,41,1.0,1.0,0.0,3,151.834
13.35,0.10320097091873458,28,1.0,1.0,0.0,3,93.2804
12.65,0.03476974535312525,39,1.0,2.0,1.0,3,230.701
6.635,0.026762954781456114,24,1.0,1.0,1.0,2,172.9396
,0.09106896491772781,41,0.0,0.0,0.0,1,152.3366
5.155,0.07990356876339798,22,1.0,0.0,1.0,2,248.8776
21.0,0.048223337839450604,24,1.0,1.0,1.0,2,192.8478
12.5,0.006780377201356778,19,1.0,1.0,1.0,2,40.8112
8.785,0.02573928902367619,17,1.0,1.0,2.0,3,121.4414
15.2,0.09888525251856121,27,0.0,1.0,1.0,1,173.6054
19.7,0.07532194763007992,17,1.0,1.0,2.0,3,181.466
10.5,0.08431070219821013,28,1.0,1.0,0.0,3,91.583
6.385,0.11708454376771225,17,0.0,1.0,2.0,3,35.5874
8.1,0.019685289039766733,19,0.0,1.0,1.0,2,88.0198
10.5,0.0409786900828642,28,0.0,1.0,0.0,3,217.8508
8.67,0.06348013343034775,27,0.0,1.0,1.0,1,141.8128
17.85,0.04567038461884218,24,1.0,1.0,1.0,2,152.5682
,9.999995000003334e-07,41,1.0,0.0,0.0,1,186.0266
,0.05652255678124548,41,1.0,1.0,0.0,3,74.138
7.685,0.02519693222911012,27,1.0,1.0,1.0,1,147.476
,9.999995000003334e-07,41,0.0,0.0,0.0,1,183.7292
7.285,0.048949593364684345,17,1.0,1.0,2.0,3,156.9288
,0.09714040210704987,41,1.0,1.0,0.0,3,227.2352
11.1,0.10494648926072492,22,1.0,0.0,1.0,2,192.7846
19.6,0.09016297747544844,24,1.0,1.0,1.0,2,253.8698
6.76,0.02861441761577596,27,0.0,1.0,1.0,1,81.396
12.0,0.0202871197146928,17,0.0,1.0,2.0,3,101.2042
9.285,0.020905386680540056,19,0.0,1.0,1.0,2,159.7578
,0.009782615799685717,41,1.0,1.0,0.0,3,48.9034
4.905,9.999995000003334e-07,29,1.0,0.0,1.0,1,197.7768
18.2,0.05690938533492422,27,1.0,1.0,1.0,1,222.6456
10.3,0.11079843155598945,24,1.0,1.0,1.0,2,156.163
19.85,0.005242701989661059,17,1.0,1.0,2.0,3,264.0884
18.0,0.0255320270127553,28,1.0,1.0,0.0,3,157.1604
7.565,0.053493322200650804,19,1.0,1.0,1.0,2,54.993
,0.053026855751379796,41,1.0,0.0,0.0,1,158.8578
,0.09421001484472781,41,0.0,1.0,0.0,3,85.8856
8.115,0.03177950746497355,17,0.0,1.0,2.0,3,157.6972
8.8,0.06899363455332698,29,1.0,0.0,1.0,1,207.4612
10.395,0.03621234929182072,22,0.0,0.0,1.0,2,228.3352
,0.1836902571960726,41,1.0,0.0,0.0,1,197.7084
7.725,0.07694148353747234,28,1.0,1.0,0.0,3,248.3092
9.3,0.06464785141079903,29,1.0,0.0,1.0,1,183.0292
5.94,0.02892551826442384,39,0.0,2.0,1.0,3,188.4556
6.055,9.999995000003334e-07,39,1.0,2.0,1.0,3,160.1578
14.0,9.999995000003334e-07,17,0.0,1.0,2.0,3,155.6656
12.15,0.018279754588449673,24,1.0,1.0,1.0,2,252.6698
,0.09869118140785024,41,1.0,1.0,0.0,3,261.7278
11.15,0.07074463332253163,39,1.0,2.0,1.0,3,65.2142
15.5,0.15585895361068228,28,0.0,1.0,0.0,3,195.8768
17.7,0.0497594628191052,27,1.0,1.0,1.0,1,125.2678
13.85,0.08181854286750455,22,0.0,0.0,1.0,2,116.8124
18.7,0.05589776238604601,39,1.0,2.0,1.0,3,84.7566
16.1,0.03386670793531195,17,1.0,1.0,2.0,3,253.3356
10.5,0.06877822058442805,39,1.0,2.0,1.0,3,120.6098
7.725,0.046747363834786795,27,1.0,1.0,1.0,1,249.2092
11.1,0.1267355214129419,22,1.0,0.0,1.0,2,220.4482
,0.04627000170219585,41,1.0,0.0,0.0,1,51.9666
14.85,0.052646406917745796,17,0.0,1.0,2.0,3,123.2072
13.0,0.08052327679707992,17,0.0,1.0,2.0,3,198.7426
,0.009681904731089925,41,1.0,1.0,0.0,3,213.656
6.78,0.06462244949048843,24,1.0,1.0,1.0,2,187.324
6.63,0.09894168064325737,22,0.0,0.0,1.0,2,168.45
18.2,0.15187839557225669,19,1.0,1.0,1.0,2,44.9086
14.0,0.05866094070312362,22,0.0,0.0,1.0,2,153.1656
19.5,0.12127133291139112,19,1.0,1.0,1.0,2,154.6314
7.855,0.1496373715855589,39,0.0,2.0,1.0,3,35.2848
7.945,0.01581523723160449,17,1.0,1.0,2.0,3,163.121
19.85,9.999995000003334e-07,24,1.0,1.0,1.0,2,265.0884
9.8,0.10138003273652185,22,0.0,0.0,1.0,2,175.637
7.075,0.02231193517168707,22,1.0,0.0,1.0,2,95.9068
11.65,0.1606889432939461,27,1.0,1.0,1.0,1,55.5298
13.0,0.07259546660796298,28,0.0,1.0,0.0,3,174.4054
,0.061346104543990886,41,1.0,0.0,0.0,1,120.6782
17.5,0.05119266062414322,27,1.0,1.0,1.0,1,104.399
9.6,0.035642323153457306,29,1.0,0.0,1.0,1,141.2154
8.895,0.11752937682103443,29,1.0,0.0,1.0,1,111.4544
11.395,0.021462132888090464,17,1.0,1.0,2.0,3,150.0708
15.0,0.04532364654342693,22,0.0,0.0,1.0,2,119.9414
18.2,0.012526704200824301,22,1.0,0.0,1.0,2,137.818
8.42,0.10660856561937218,24,1.0,1.0,1.0,2,62.8168
8.775,0.021459475533404063,17,1.0,1.0,2.0,3,110.5228
,0.07143351655491365,41,1.0,1.0,0.0,3,229.801
7.59,0.21734168418604713,28,0.0,1.0,0.0,3,173.708
18.35,0.032856138688561375,19,1.0,1.0,1.0,2,152.234
17.25,0.04134007821171991,39,1.0,2.0,1.0,3,170.2764
9.195,0.04690255232204012,39,1.0,2.0,1.0,3,104.2622
10.1,0.15445014498309223,39,1.0,2.0,1.0,3,241.5512
19.2,0.07479641947661446,24,1.0,1.0,1.0,2,195.511
5.75,0.07246576454005445,22,0.0,0.0,1.0,2,114.1176
13.65,0.039044559177542223,22,1.0,0.0,1.0,2,34.1558
21.2,0.06855935113057958,17,1.0,1.0,2.0,3,175.637
9.5,0.02180098904453837,39,0.0,2.0,1.0,3,194.1452
19.35,0.027391968001409014,24,1.0,1.0,1.0,2,63.1168
7.42,0.025410379324431152,22,0.0,0.0,1.0,2,187.7872
19.0,0.10629544387620567,24,1.0,1.0,1.0,2,105.2622
11.0,0.100522653953706,39,1.0,2.0,1.0,3,123.1046
15.5,0.025053979484611705,29,0.0,0.0,1.0,1,81.1934
,0.06157303592955475,41,0.0,1.0,0.0,3,113.8492
6.92,0.03779071234316346,27,1.0,1.0,1.0,1,61.5852
,0.06799698842665891,41,0.0,1.0,0.0,3,95.112
20.0,0.027712778027620084,39,0.0,2.0,1.0,3,46.9744
10.895,0.009614687402493764,17,0.0,1.0,2.0,3,122.973
,0.043737638775557586,41,1.0,1.0,0.0,3,86.2198
15.6,0.09467170511364073,27,0.0,1.0,1.0,1,60.5194
7.93,0.06870708838818482,22,1.0,0.0,1.0,2,43.7086
16.85,9.999995000003334e-07,22,1.0,0.0,1.0,2,185.3266
,0.050617232158973555,41,0.0,0.0,0.0,1,140.9838
16.0,0.05557547559845301,27,1.0,1.0,1.0,1,224.3404
,0.009772224894233475,41,0.0,1.0,0.0,3,152.7366
7.06,0.04320192854923477,19,0.0,1.0,1.0,2,56.9904
,0.0179860096175499,41,1.0,0.0,0.0,1,210.1954
18.35,0.015188381351680068,29,1.0,0.0,1.0,1,105.7938
20.35,0.13261998879720296,29,1.0,0.0,1.0,1,122.2072
7.75,0.04229563457918379,39,1.0,2.0,1.0,3,95.6436
7.475,0.07299754593008922,29,1.0,0.0,1.0,1,154.7656
10.895,0.02073149674374435,22,1.0,0.0,1.0,2,257.5672
12.6,0.012403350432106138,28,1.0,1.0,0.0,3,186.2556
15.25,0.05947566083701829,27,1.0,1.0,1.0,1,129.6968
16.35,0.06053012605773361,22,0.0,0.0,1.0,2,224.7062
20.0,0.09899764093700252,22,0.0,0.0,1.0,2,104.5622
11.3,0.04660555774878918,22,0.0,0.0,1.0,2,178.366
9.27,0.06007161905623743,24,1.0,1.0,1.0,2,150.105
12.65,0.034991634153164815,19,1.0,1.0,1.0,2,228.301
10.395,0.08725271728138526,29,0.0,0.0,1.0,1,48.6008
,0.009914522291257102,41,1.0,1.0,0.0,3,250.8408
17.1,0.03217119376955482,24,1.0,1.0,1.0,2,147.8392
,9.999995000003334e-07,41,1.0,0.0,0.0,1,117.515
15.6,0.02498798749949302,17,1.0,1.0,2.0,3,176.8054
5.21,0.010966659760488983,27,1.0,1.0,1.0,1,260.6962
,9.999995000003334e-07,41,0.0,1.0,0.0,3,36.2848
18.5,0.050960025459630125,17,1.0,1.0,2.0,3,117.3124
20.35,0.08040837650084859,39,1.0,2.0,1.0,3,184.4292
19.2,0.08989953956327647,27,0.0,1.0,1.0,1,187.0214
7.51,0.01737582813695715,19,1.0,1.0,1.0,2,228.001
21.2,0.007030487106723237,24,0.0,1.0,1.0,2,175.4738
17.6,0.04060964429554198,27,0.0,1.0,1.0,1,35.219
16.0,0.15933131655349134,22,0.0,0.0,1.0,2,156.7972
15.2,0.08092033444647319,17,1.0,1.0,2.0,3,254.933
13.35,0.06249183748374789,28,1.0,1.0,0.0,3,239.4564
15.6,0.03488384946319954,22,0.0,0.0,1.0,2,115.7518
,0.08097444239697343,41,0.0,1.0,0.0,3,39.7796
6.785,0.022806348859305645,17,0.0,1.0,2.0,3,209.7928
20.85,0.021223620148626537,19,1.0,1.0,1.0,2,103.6306
,0.06787094556336112,41,1.0,1.0,0.0,3,217.1192
9.395,0.1478461008115238,29,1.0,0.0,1.0,1,224.372
,0.03195297760439534,41,1.0,1.0,0.0,3,236.1906
17.7,0.04995823694482676,19,1.0,1.0,1.0,2,127.2678
16.35,0.03405688621064777,39,1.0,2.0,1.0,3,127.402
17.1,0.03821700672385215,19,1.0,1.0,1.0,2,165.1842
,0.1082423593544418,41,1.0,1.0,0.0,3,221.5114
,0.03895651864159988,41,1.0,1.0,0.0,3,228.2694
6.3,0.1201868118257186,24,1.0,1.0,1.0,2,211.327
16.85,0.02622666362485181,24,0.0,1.0,1.0,2,94.912
18.25,0.05849269534589836,22,1.0,0.0,1.0,2,164.9526
15.2,0.08796454016857787,24,1.0,1.0,1.0,2,227.4352
5.48,0.01498281692336911,39,1.0,2.0,1.0,3,82.325
12.6,0.047723894954022926,24,1.0,1.0,1.0,2,63.7194
,9.999995000003334e-07,41,0.0,1.0,0.0,3,140.3838
20.35,0.06365712500959894,28,1.0,1.0,0.0,3,128.6678
,0.025313829351375126,41,1.0,1.0,0.0,3,89.1172
7.72,0.08480248042290053,27,0.0,1.0,1.0,1,116.2466
15.2,0.01889376931181711,24,1.0,1.0,1.0,2,237.7248
8.895,0.03845133167832224,17,0.0,1.0,2.0,3,207.5296
16.75,0.021119581300077156,19,1.0,1.0,1.0,2,52.2298
5.175,0.029903852413624126,29,1.0,0.0,1.0,1,35.0874
6.785,0.0679110184949808,28,0.0,1.0,0.0,3,43.9112
9.695,0.1228663903770798,19,1.0,1.0,1.0,2,188.3898
9.8,0.13154080822533418,22,0.0,0.0,1.0,2,52.3008
13.65,0.026249506343546853,22,0.0,0.0,1.0,2,36.3532
7.35,0.014262927138313961,29,0.0,0.0,1.0,1,242.8512
18.35,0.03273951413817537,24,1.0,1.0,1.0,2,154.134
,0.12072041599426926,41,1.0,0.0,0.0,1,92.112
10.195,0.07753492180548263,17,1.0,1.0,2.0,3,119.144
12.85,0.1664396891147153,28,1.0,1.0,0.0,3,231.6642
,0.015763102921917058,41,0.0,1.0,0.0,3,228.6352
7.93,0.005544289980430602,24,1.0,1.0,1.0,2,121.2414
,0.07405304850258862,41,0.0,0.0,0.0,1,60.4904
12.1,0.015313689623349731,22,1.0,0.0,1.0,2,162.7526
8.985,0.16836489663518964,22,0.0,0.0,1.0,2,100.07
5.485,0.041863191806186466,29,1.0,0.0,1.0,1,164.5842
16.7,0.06779100700375773,22,1.0,0.0,1.0,2,214.985
,0.15068182888596993,41,1.0,0.0,0.0,1,103.6674
20.7,0.09546920261407305,29,0.0,0.0,1.0,1,123.2388
18.0,0.015394212735222344,17,1.0,1.0,2.0,3,156.9604
6.635,0.045051267961995184,22,0.0,0.0,1.0,2,38.0506
6.895,0.022207896042197053,22,1.0,0.0,1.0,2,141.2812
18.25,0.04338515002881987,24,1.0,1.0,1.0,2,173.908
8.1,0.2028021347851757,28,0.0,1.0,0.0,3,40.248
7.02,0.08016373573396064,28,0.0,1.0,0.0,3,82.425
15.7,0.061450426628114806,28,0.0,1.0,0.0,3,126.2046
16.25,0.055919445580098565,24,1.0,1.0,1.0,2,125.5046
11.8,0.025595836755708822,29,0.0,0.0,1.0,1,99.9674
6.11,0.14199683531435306,17,0.0,1.0,2.0,3,45.1086
4.61,0.11560310132514798,39,1.0,2.0,1.0,3,176.1396
17.5,0.09338607171319889,22,1.0,0.0,1.0,2,172.6738
,0.0811580270120888,41,1.0,1.0,0.0,3,107.128
,0.08037643075102593,41,0.0,0.0,0.0,1,124.8362
19.2,0.11738804121190362,17,1.0,1.0,2.0,3,90.3488
16.2,0.09846262834012472,29,1.0,0.0,1.0,1,103.799
15.5,0.051996616098841195,29,1.0,0.0,1.0,1,43.377
8.51,0.050641694742603965,29,1.0,0.0,1.0,1,141.547
7.51,0.02875528241856007,28,1.0,1.0,0.0,3,228.201
,0.027569634867995404,41,0.0,0.0,0.0,1,229.4352
9.8,0.08673377096064148,27,0.0,1.0,1.0,1,195.0478
14.0,0.02413664733862086,17,1.0,1.0,2.0,3,42.6454
11.395,0.06737389859062018,27,0.0,1.0,1.0,1,233.7616
7.275,0.027619369358773932,24,1.0,1.0,1.0,2,146.976
10.5,0.1103346836466044,22,0.0,0.0,1.0,2,162.421
,0.07358897878567394,41,1.0,1.0,0.0,3,63.0536
10.895,0.03206657747314668,17,0.0,1.0,2.0,3,145.6102
7.21,0.13508273192521222,29,0.0,0.0,1.0,1,100.6332
,0.10756610725146812,41,0.0,1.0,0.0,3,92.6436
11.65,0.010881514988399841,24,0.0,1.0,1.0,2,110.4544
7.63,0.1262781052700963,39,0.0,2.0,1.0,3,44.7402
,0.10825270643906776,41,1.0,1.0,0.0,3,59.4246
,0.035626236717708454,41,1.0,0.0,0.0,1,122.5046
12.3,0.10566330351295672,27,1.0,1.0,1.0,1,33.4874
,0.03251864089520512,41,1.0,1.0,0.0,3,152.334
9.395,0.19903199889567455,28,0.0,1.0,0.0,3,88.1198
,0.12730883988722286,41,0.0,1.0,0.0,3,191.282
17.2,0.1454983585036866,24,1.0,1.0,1.0,2,160.6578
14.85,0.01838612060253819,39,1.0,2.0,1.0,3,187.1214
7.93,0.005564310471222604,19,1.0,1.0,1.0,2,121.1414
,0.04282585393224446,41,0.0,0.0,0.0,1,216.3508
,9.999995000003334e-07,41,1.0,1.0,0.0,3,85.4566
11.15,0.03174688334418324,29,1.0,0.0,1.0,1,165.1526
17.85,0.04557160062243211,22,1.0,0.0,1.0,2,152.3682
18.5,0.06048693139636754,27,0.0,1.0,1.0,1,145.4418
14.3,9.999995000003334e-07,27,0.0,1.0,1.0,1,98.7726
13.8,0.09256215288922287,39,1.0,2.0,1.0,3,55.593
18.2,0.06414020807145308,39,0.0,2.0,1.0,3,250.9092
14.6,0.04212572988784823,27,0.0,1.0,1.0,1,110.0254
13.3,0.00953375201704426,22,1.0,0.0,1.0,2,62.351
5.735,0.09106610006162841,28,1.0,1.0,0.0,3,178.037
14.15,0.03728193975382849,24,1.0,1.0,1.0,2,123.1046
,0.04885858373352215,41,1.0,0.0,0.0,1,152.4708
17.85,9.999995000003334e-07,39,1.0,2.0,1.0,3,96.8094
20.35,0.030434044348119478,39,0.0,2.0,1.0,3,254.2672
10.895,0.06265880463943892,22,1.0,0.0,1.0,2,194.0794
19.7,0.06302496410028995,24,1.0,1.0,1.0,2,86.6198
8.92,9.999995000003334e-07,17,1.0,1.0,2.0,3,178.137
,0.14082065131024088,41,0.0,1.0,0.0,3,45.9086
,0.055014066870469835,41,1.0,1.0,0.0,3,214.2218
20.35,0.14122943638326382,17,0.0,1.0,2.0,3,80.6276
13.6,0.009999525682686574,19,1.0,1.0,1.0,2,174.937
13.5,0.053487919086109594,39,1.0,2.0,1.0,3,36.3874
10.8,0.028532342602343597,29,1.0,0.0,1.0,1,239.6222
10.195,0.07734774783693449,27,1.0,1.0,1.0,1,121.244
12.15,0.19849678951267477,28,1.0,1.0,0.0,3,248.346
11.5,9.999995000003334e-07,29,1.0,0.0,1.0,1,125.6704
11.15,0.1132864620941873,29,1.0,0.0,1.0,1,45.2744
7.97,0.02130687573914105,29,1.0,0.0,1.0,1,109.6596
5.44,0.025160716671095616,29,1.0,0.0,1.0,1,238.5538
15.5,0.09619178652943433,24,0.0,1.0,1.0,2,195.8768
17.0,0.05117267611345898,19,1.0,1.0,1.0,2,121.673
,0.10788358853083876,41,0.0,1.0,0.0,3,87.9514
8.8,0.06912882891098869,24,1.0,1.0,1.0,2,207.9612
17.5,0.09332872255932109,39,1.0,2.0,1.0,3,175.4738
12.1,0.1383536198500176,29,1.0,0.0,1.0,1,104.928
,0.025892248836546415,41,0.0,1.0,0.0,3,39.1138
7.605,0.12219292622435587,19,1.0,1.0,1.0,2,162.921
11.5,0.036938150472631014,27,0.0,1.0,1.0,1,109.5254
,0.11501797461830712,41,1.0,0.0,0.0,1,261.3252
18.35,0.08522841186822727,22,1.0,0.0,1.0,2,189.8504
,0.1051570192538375,41,0.0,0.0,0.0,1,181.3318
16.35,0.03407843736381889,22,1.0,0.0,1.0,2,125.902
10.1,9.999995000003334e-07,27,1.0,1.0,1.0,1,60.7878
12.65,0.14497827276718464,22,0.0,0.0,1.0,2,238.9538
10.1,0.15515256377388464,17,0.0,1.0,2.0,3,241.0512
5.305,0.045918956671503273,39,0.0,2.0,1.0,3,184.3608
7.605,0.12201187261903747,17,1.0,1.0,2.0,3,161.821
,0.026310045303984803,41,1.0,1.0,0.0,3,111.157
17.35,0.020382665904001653,27,1.0,1.0,1.0,1,81.0618
20.7,0.07660865498134556,17,0.0,1.0,2.0,3,98.6042
8.27,0.08589638970560168,27,0.0,1.0,1.0,1,152.2708
14.15,0.02409170037146603,39,0.0,2.0,1.0,3,194.411
10.8,0.05701480413968033,17,1.0,1.0,2.0,3,73.838
,0.1450283643118978,41,0.0,1.0,0.0,3,240.2538
18.6,0.046871239448587516,24,1.0,1.0,1.0,2,186.8898
6.42,0.052193036398284744,24,0.0,1.0,1.0,2,177.3002
12.3,0.009364761421045755,22,1.0,0.0,1.0,2,74.838
15.6,0.06458244142306131,22,1.0,0.0,1.0,2,184.2924
8.645,0.03549314458612224,28,1.0,1.0,0.0,3,52.6982
8.52,0.026677803720707036,39,1.0,2.0,1.0,3,150.8682
9.895,0.05842031458596721,27,1.0,1.0,1.0,1,232.2642
10.195,0.050648901360953534,19,1.0,1.0,1.0,2,33.8558
12.35,9.999995000003334e-07,39,0.0,2.0,1.0,3,199.0426
15.75,0.24496702865011644,28,1.0,1.0,0.0,3,39.6506
13.8,0.013250813905465087,19,1.0,1.0,1.0,2,109.7254
7.42,0.0254660158759577,24,0.0,1.0,1.0,2,187.9872
15.6,0.0945144205446192,22,0.0,0.0,1.0,2,63.0194
10.895,0.0319325932486204,22,0.0,0.0,1.0,2,146.9102
,0.060972229158707626,41,1.0,1.0,0.0,3,132.8626
,0.15864556268851857,41,0.0,1.0,0.0,3,156.7972
18.6,0.012625077260227598,17,1.0,1.0,2.0,3,122.8414
12.5,0.09881643298087875,17,1.0,1.0,2.0,3,168.8448
20.75,0.0075552480992828125,17,1.0,1.0,2.0,3,107.0622
20.35,0.059044857940431746,24,1.0,1.0,1.0,2,234.6616
9.8,0.10194354756591205,19,1.0,1.0,1.0,2,176.337
17.85,0.08378572491319032,39,1.0,2.0,1.0,3,194.2794
,0.08092787579661624,41,0.0,0.0,0.0,1,40.6138
6.235,0.02007772082703345,17,1.0,1.0,2.0,3,258.4962
,9.999995000003334e-07,41,1.0,1.0,0.0,3,117.0808
9.8,0.054937144146046744,27,0.0,1.0,1.0,1,85.6908
6.215,0.012075699369407849,29,1.0,0.0,1.0,1,36.5848
7.935,9.999995000003334e-07,19,1.0,1.0,1.0,2,264.791
16.6,0.09802153892766369,29,1.0,0.0,1.0,1,117.9466
15.1,0.0512966583818923,19,1.0,1.0,1.0,2,244.2512
10.395,0.10681760918127262,19,1.0,1.0,1.0,2,59.922
,0.04606992290380929,41,1.0,1.0,0.0,3,170.8422
10.5,0.01890842761878753,24,1.0,1.0,1.0,2,185.924
18.25,0.015248471874527133,19,1.0,1.0,1.0,2,197.3084
20.75,0.08596259237392925,19,1.0,1.0,1.0,2,194.6478
8.185,0.04542770600916016,22,1.0,0.0,1.0,2,47.9692
9.5,0.03454109715619924,22,0.0,0.0,1.0,2,171.8448
15.3,0.13267563631952126,28,0.0,1.0,0.0,3,215.1218
19.35,0.05664478145341573,17,0.0,1.0,2.0,3,237.4564
9.395,0.09469326864466908,24,1.0,1.0,1.0,2,104.928
,0.014756091397947176,41,1.0,1.0,0.0,3,143.2154
5.46,0.16482927329703592,28,0.0,1.0,0.0,3,146.2786
18.35,0.03272430035386013,27,1.0,1.0,1.0,1,152.334
14.75,0.0860196149395223,19,1.0,1.0,1.0,2,114.4518
